title,sentiment,avg_rating,movieId,review_count,preview_reviews
Crumb (1994),pos,4.205882352941177,162,391,"Finally, after years of awaiting a new film to continue the sexual mayhem of ""Basic Instinct"", we have been given a great sequel that is packed with the right elements needed for a franchise such as this! I remember everything about the original, the steam, the romance, the sex, the interrogation, t"
"Cry, the Beloved Country (1995)",neg,4.25,40,2,"Certainly not horrible, but definitely not good.<br /><br />Cry, The Beloved Country (1995) was directed by Darrell Roodt and written for the screen by Ronald Harwood (Adapted from the 1946 novel by Alan Paton). Starring James Earl Jones and Richard Harris.<br /><br />The film is about pre-Apartheid"
"Cure, The (1995)",neg,3.0,219,1,"I watched this movie as a preview of a Matthew Barney art exhibit. It certainly prepared me. I almost skipped the exhibit and, in retrospect, probably should have.<br /><br />Aside from the score being great (Bjork) and the photography rich and colorful, the content was mostly tedious and predictabl"
Cutthroat Island (1995),neg,3.0,15,13,"STAR RATING: ***** Saturday Night **** Friday Night *** Friday Morning ** Sunday Night * Monday Morning <br /><br />Alice, having defeated Freddy at the end of the last film, is now trying to re-adjust her life. But her unborn child is carrying a demonous presence- Freddy, trying to come out into th"
Dances with Wolves (1990),neg,3.8353658536585367,590,328,"This piece of crap might have been acclaimed 60 years ago, but it is one of the most racist movies ever made with the Native American Indians played by white men. The right-wing Republican James Stewart was a huge racist in real life, just like his close friend John Wayne. In 1971 Stewart had actor "
Dances with Wolves (1990),pos,3.8353658536585367,590,328,"This animated movie is a masterpiece! The narration, music, animation, and storyline where all remarkable. My girlfriend and I saw it again for a second time and we got more insight from it. We invited a couple friends to see Spirit with us and they really enjoyed it a lot. When I asked them to come"
Dave (1993),neg,3.5460526315789473,440,2508,"Evidently when you offer a actor enough money they will do anything. I am not sure how much John Rys-Daves got, but most of the money he made should go to his fans as an apology for even being associated with such a ROTTEN movie. The special effects were worse then effects from the 1950's B movies a"
Dave (1993),pos,3.5460526315789473,440,2812,"PERHAPS in an attempt to find another ""Hot Property"" for adaptation, the Brothers Fleischer thought back to their highly successful foray into the world of the Newspaper Comic Strip with their production of 1933's POPEYE THE SAILOR (Fleischer Studios/Paramount). Although it was a part of the BETTY B"
Dazed and Confused (1993),neg,3.9285714285714284,441,42,The Treasure Island DVD should be required viewing in any film production course! It's a textbook example of how NOT to make a movie. Watching the movie and then listening to the writer/director's commentary demonstrates graphically the vast chasm between what he knows about the characters and what 
Dead Man Walking (1995),neg,3.8358208955223883,36,67,"I agree with other users comments in that the two main roles were well acted, that being the guy that played Gary Gillmore and Giovanni's role. Too bad the story was so boring. Not hearing about the story I knew nothing of Gary Gillmore before the movie so I didn't know what to expect. I thought it "
Dead Man Walking (1995),pos,3.8358208955223883,36,201,"As I have matured, my fascination with the Academy Awards has evolved from intense interest to casual amusement. As in a few other comments that I have written, the bizarre results of Academy Award voting are often difficult to explain. The omission of ""In Cold Blood"" in 1967 as one of the five Best"
Dead Presidents (1995),neg,3.0,42,7,"If you hit your head with a shovel, write the script with your feet, you may come close to the intelligence level of this movie. There is nothing in this movie that hasn't been done a thousand times in other gangster flicks and done much better. Those who think ""Scarface"" was some kind of hero to be"
Death and the Maiden (1994),pos,3.4285714285714284,229,7,"The British horror film was in terminal decline by the start of the Seventies, but out of the blackness came three films that were among the best our island produced. The Wickerman, Blood on Satan's Claw and The House That Dripped Blood made the future seem rosy, even though a lot of people knew by "
Demolition Man (1993),pos,3.0925925925925926,442,81,After the unexpected accident that killed an inexperienced climber (Michelle Joyner). Eight months has passed... The Rocky Mountain Rescue receive a distress call set by a brilliant terrorist mastermind Eric Quaien (John Lithgow). Quaien has lost three large cases that has millions of dollars inside
Desperado (1995),neg,3.5606060606060606,163,330,"(There are Spoilers) Homicidal nymphomaniac hooker Miya, Kari Wuhrer,takes over the life and car of 18 virgin, even though he's too embarrassed to admit it, collage freshmen Trent Colbert, Kristoffer Ryan. By the end of the movie Myia not only deflowers but give poor innocent and naive Trent a lesso"
Desperado (1995),pos,3.5606060606060606,163,66,"In the opening scene, the eye patch wearing desperado named Hawkeye has a smooth forehead, but when he follows Johnny into the pueblo, he's shown with a scar over his patched eye. That's just one of the many continuity lapses in this edgy 'spaghetti' Western, but rather than detract from the picture"
Destiny Turns on the Radio (1995),neg,2.3333333333333335,228,3,"The beginning of the 90s brought many ""quirky"" and ""off-beat"" independent films, a particular sub-genre of which is the semi-spiritual desert crime movie. Others of note are ""Wild at Heart"", ""From Dusk Til Dawn"", and to a certain extent ""Natural Born Killers"". Good films like those spawned junk like"
Devil in a Blue Dress (1995),pos,3.3214285714285716,164,14,"Knowing what to expect (on the whole) from a Denzel Washington performance - quality, integrity, gravitas, wry humour - will prepare you for what to expect from his directorial debut. Much like Robert De Niro's A Bronx Tale, Antwone Fisher delivers the moving drama of the life of a young man and the"
Die Hard (1988),pos,3.8620689655172415,1036,145,"this dolph lundgren vehicle is a fun die hard throwback action flick, it isn't going to win any awards and its not very original but it delivers the goods you would want to see from a dolph lundgren movie. our man dolph is an ex soldier who is now a teacher at a tough inner city high school and when"
Disclosure (1994),neg,3.5384615384615383,225,156,"My husband rented this from a video store thinking it was suspense. (He never reads the synopsis).<br /><br />Well, it would be funny if the thing was watchable. It simply isn't. The same thing over and over, no intrigue, and WHERE did they find the leading man?. The leading man, Michael Des Barres,"
Disclosure (1994),pos,3.5384615384615383,225,52,"Full disclosure: I'm a cynic. I like my endings sad and my hankies dry. I didn't cry when Bambi's mother was shot. Will Smith's new film Happiness looks like a desperate plea for an Oscar. Basically I was born without an artistic soul. <br /><br />So why on earth did I like ""10 Items or Less?"" Maybe"
Dolores Claiborne (1995),pos,3.3958333333333335,230,24,"Okay, okay, maybe not THE greatest. I mean, The Exorcist and Psycho and a few others are hard to pass up, but The Shining is way up there. It is, however, by far the best Stephen King story that has been made into a movie. It's better than The Stand, better than Pet Sematary (if not quite as scary),"
Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),neg,2.7142857142857144,63,7,"Keenan Ivory Wayans is probably one of the worst directors, i swear he has no real knowledge on how to make films. he has made one brilliant film and that is scary movie. scary movie 2 was OK too but everything else Keenan has made are real disasters. avoid such titles like don't be a menace to sout"
Dunston Checks In (1996),neg,2.5,87,7,"I am a student of film, and have been for several years. And the concept of a cyber, kung-fu, satirical chimpanzee had me wondering, ""Is this the film that's going to break the mold?"" Let's face it, America has never been let down by any piece of cinema that features a simian costar. After such grea"
Ed (1996),neg,2.6,619,39665,"As I was watching this movie I was thinking,OK it'll get good any moment...I was wrong. The real best part of this movie was when it was over. A complete waste of 92 minutes. All seriousness aside the best part was when the Wendigo finally showed up which was at the end and you couldn't really even "
Ed (1996),pos,2.6,619,39140,"A young man named Court is loved by everyone. His painful bloody death brings everyone closer. You can find other symbols and allusions throughout the movie. Whether predictable or not, and irrespective of ecclesiastical beliefs, this is a moving story, full of milieu and sensuality.<br /><br />One "
Ed Wood (1994),neg,3.6785714285714284,235,4060,I can find very little thats good to say about this film. I am sure the idea and script looked good on paper but the filmography and acting I am afraid is not the standards I would expect from some very talented people. I would doubt that this features highly in their CV Filmography. Michael Caine a
Ed Wood (1994),pos,3.6785714285714284,235,980,"I've been disappointed, if not surprised, at the lack of appreciation this film has received. Once again, Billy Zane proves he's more than just a Hollywood pretty boy in a silent performance that combines spastic slapstick with understated pathos. Calling this a silent film is inaccurate, as there's"
Even Cowgirls Get the Blues (1993),neg,2.3333333333333335,444,18,"I read Tom Robbins' EVEN COWGIRLS GET THE BLUES as a teenager. I loved every word. It was sexy, funny, and full of glamorous scenery and beautiful writing. But when I saw the movie, I could not believe what a dull, sour, joyless piece of junk it was. How did this happen? I think someone in Hollywood"
Even Cowgirls Get the Blues (1993),pos,2.3333333333333335,444,18,"Gus Van Sant has made some excellent films. I truly am a fan.<br /><br />However, I can't help but feel that the cerebral edge of Tom Robbins book ""Even Cowgirls Get the Blues"" is lost in translation to the big screen. Alone, Tom Robbins and Gus Van Sant are incredible visionaries and towers of tale"
Executive Decision (1996),neg,3.3780487804878048,494,246,"I signed in just to comment on how awfully stupid this movie is. Besides being a rip-off of Executive Decision or Air Force One or any other kind of terrorist story, this is the kind of movie that makes you appreciate seeing a movie that can take the same basic ideas and do it well. It's hard to bla"
Executive Decision (1996),pos,3.3780487804878048,494,41,"this movie is ok if you like mindless action ,corny acting, and a very small plot !The special effects are decent considering this movie is from the director of""Event Horizon"". The costumes are like something from a mad max movie .None of the soldiers talk ,so others tell them what to do.It eventual"
Exit to Eden (1994),neg,2.588235294117647,234,17,"There's so little here of the fantastic Anne Rice book that what IS here makes no sense. Some of the characters--intense and surprising characters--don't make it to the screen at all, and those who do are watered down to the point that there's no reason for their existence.<br /><br />Where's the re"
Exotica (1994),neg,3.5,233,36,"If you want to see a mystery, don't watch this. Though there are elements straight out of Elmore Leonard territory, this comes closer to an episode of ""Dynasty"", since the filmmaker focuses on ""character development"" - i.e. long, boring talks between stupid, un-involving characters. Some people can "
Eye for an Eye (1996),neg,3.75,61,6,"Normally, I don't like revenge films....PERIOD. But Double Impact has a little more than your typical revenge plot premise. You see, DI has action, accuracy, exotic locales(i.e. Hong Kong), awesome gun battles, and enough martial arts to satisfy your cravings for impressive unarmed combat. Like all "
Eye for an Eye (1996),pos,3.75,61,18,"Alain Delon visits swift, sure vengeance on the ruthless crime family that employed him as a hit-man in the Duccio Tessari thriller ""Big Guns"" after they accidentally murder his wife and child. Tessari and scenarists Roberto Gandus, Ugo Liberatore of ""A Minute to Pray, a Second to Die,"" and Franco V"
Fair Game (1995),neg,1.7,71,15,"There's nothing particularly original about this story of corrupt unions on one side and the ""chief attorney"" on the other. The stark but unimaginative lighting and photography stems from the fagged out noir cycle. The story could easily have been out of a Warner Brothers drawer with George Raft in "
Fair Game (1995),pos,1.7,71,20,"Depardieu's most notorious film is this (1974)groundbreaker from Bertrand Blier. It features many highly sexual scenes verging on an X-rating, including one of Jeanne Moreau doing a hot 1970s version of her Jules and Jim menage a trois with the two hairy French hippies (Depardieu and Deware). There "
Fargo (1996),neg,4.116022099447513,608,181,"Another turgid action/adventure flick from the Quinn Martin Productions factory. Roy Thinnes plays undercover agent Diamond Head (Mr. Head, to you), working for his G-Man handler ""Aunt Mary"", looking for ""Tree"", who's on a mission to...well, just watch the movie. <br /><br />This one deserved and go"
Fargo (1996),pos,4.116022099447513,608,1448,"These guys are anything but the Usual Suspects! They are a total bunch of likeable oddballs who you want to see get away with it,but they are so hapless that there is very little chance of that.No one is better than William H Macy at portraying the man with a big heart but down on his luck.This is p"
Fatal Instinct (1993),pos,3.0,445,12,"An incredible little English film for so many reasons. First it's a rare look a Laurence Olivier in a light comedy. While his performance is not up the standard he would latter set as one of the greatest actors of the 20th century, he is perfectly believable as the hoodwinked barrister. Historically"
Fear (1996),neg,3.2857142857142856,662,28,"Charlotte's deadly beauty and lethal kicks make the movie cooler than it'd be otherwise.The story is so poor and Charlotte's character dies in such a foolish way, that you wonder if this's the ending they had thought of for this movie. I wish somebody could tell that an alternative ending exists, bu"
Fear (1996),pos,3.2857142857142856,662,21,"A lovely little B picture with all the usual Joe Lewis touches.... people ripping up pillows and auras of lurking fear. Also, alas, an ending that comes out of nowhere, because, apparently, the auteur has lost interest in the movie, or perhaps because as a B picture it has to fit into a slot. A love"
Fear of a Black Hat (1994),pos,1.0,449,8,"""Fear Of A Black Hat"" is everything the (much weaker) ""CB-4"" SHOULD have been. Rusty Cundieff's satirical eye is ruthless, as he folds, spindles, and mutilates every aspect of hip-hop trends and culture. Does ""FoaBH"" resemble Spinal Tap? Yes, a bit. Is it derivative of Spinal Tap? No, not really. Th"
Fearless (1993),neg,3.625,448,24,"Like most people, i was drawn to buy this film because of the pictures of the mighty Bolo Yeung plastered all over the box, and the assumption (from the aforementioned pictures and the title of the film) that this film is all about the Beast from the East kickin' ass for 90 minutes.<br /><br />Howev"
Fearless (1993),pos,3.625,448,88,"Usually, when we use the word ""escapist"", we mean it negatively; Warren Beatty's big screen version of ""Dick Tracy"" proves that ""escapist"" can be good. This is truly one entertaining movie. As the eponymous, yellow-clad, fearless title character, Beatty creates a detective to whom we can all relate:"
Flirting With Disaster (1996),neg,3.5833333333333335,125,12,"Start with the script. I have seen cartoons with more depth than ""Envy"". Anytime characters keep repeating what you have already seen, and was not funny the first time, a movie is in deep trouble, which ""Envy"" certainly is. A movie that relies on one joke had better have somewhere to go with it. Her"
Flirting With Disaster (1996),pos,3.5833333333333335,125,12,"When I first read Hamlet, I couldn't help but think of the ending of OUTRAGEOUS FORTUNE, where Bette Midler puts down the play because of how indecisive he is, and says, ""Give me Romeo any day."" Five acts of a man trying to decide whether or not to kill his uncle or not? Seemed like overkill to me. "
Fluke (1995),neg,4.0,241,6,"The 1963 version of ""The Haunting"" has been one of my favorite horror films for years, so I anticipated the release of this 1999 remake with a good deal of trepidation. It hardly seemed that any follow-up could exceed or even equal the original masterpiece. Unfortunately my worries were well-founded"
Fluke (1995),pos,4.0,241,5,"I saw this film in a London cinema in 1975 and have not seen it since. I found it hilarious. I loved it's originality. It's rare that someone MAKES a movie like this - and it's sad too.<br /><br />What I mean is, I once read a book called ""The Black Hotel"" - and as a film-fan, I always ""picture"" boo"
For Love or Money (1993),neg,2.8,453,5,"The recent boom of dating show on U. S. television screens has reached a fevered pitch since the first episode of ""The Bachelor."" Unsuspecting audiences have since been subjected to countless clones and variations, including ""The Bachelorette"", ""Joe Millionaire"", ""For Love Or Money"", and the execrab"
For Whom the Bell Tolls (1943),neg,3.75,897,2,This stuffy melodrama is quite easily the worst film starring Ingrid Bergman that I've seen. Even her luminous screen presence can't save this insufferably slow and meandering movie that's nearly impossible to sit through without fast-forwarding a lot of it.<br /><br />Only for die-hard Bergman fans
Forrest Gump (1994),neg,4.164133738601824,356,1316,"Even if you could get past the idea that these boring characters personally witnessed every Significant Moment of the 1960s (ok, so Katie didn't join the Manson Family, and nobody died at Altamont), this movie was still unbelievably awful. I got the impression that the ""writers"" just locked themselv"
Forrest Gump (1994),pos,4.164133738601824,356,1316,"This is the French and Belgians doing what they do best. It's quirky, visually inventive, exhilarating and emotionally challenging storytelling. Director Jaco van Dormael takes us into the world of Georges, a Down's Syndrome sufferer and his quest for a meaningful relationship with someone, just any"
Four Weddings and a Funeral (1994),neg,3.5194174757281553,357,103,"This film is a calculated attempt to cash in the success of Sex in the City and Four Weddings and a Funeral. In fact, if they'd called it Sex at a Funeral, they might have done better at the box office.<br /><br />But the film falls between two stools and can't get up. The characters spout improbabl"
Four Weddings and a Funeral (1994),pos,3.5194174757281553,357,309,We could still use Black Adder even today. Imagine Rowan Atkinson resuming the role of assistant to the prime minister played by the wonderful Hugh Laurie. Hugh is sensational as the dimwit Prince George and Edmund as his brilliant assistant. I love the episode which Kenneth Connor guest stars as a 
Free Willy (1993),neg,2.391891891891892,455,74,"I saw and liked the first two a lot, really. Especially because the second is not just a try to make another one as good as the first. And it's a story standing alone. You don't have to know the first movie. I liked that in the ""Free Willy"" movies, too.<br /><br />But... the third, here is absolutel"
French Kiss (1995),neg,3.477777777777778,236,90,"I couldn't watch more than 14 minutes of it. It's a GREAT combination of really bad acting and really bad directing. The shots used are disgusting, they broke the 180 degrees angle all the time. My head hurts try to watch that load of ""you know what"". Dirt on the ""mystery machine"" window make you se"
Fresh (1994),neg,3.75,456,432,"Visually stunning? Most definitely. I have seen few films look this good in some time. Sky Captain and the World of Tomorrow uses striking cinematography, computer graphics, and creative futuristic designs to create a world that is historically familiar yet something quite fresh. The time period see"
Fresh (1994),pos,3.75,456,1320,"""I'll Take You There"" tells of a woebegone man who loses his wife to another and finds an unlikely ally in a blind date. Unlike most romantic comedies, this little indie is mostly tongue-in-cheek situational comedy featuring Rogers and Sheedy with little emphasis on romance. A sort of road trip flic"
Friday (1995),neg,3.775,69,1860,"I have to say although this movie was formulaic throughout with a plot stolen from films like Friday the 13th/I Know What You Did Last Summer, this movie wasn't that bad. In fact it wasn't as bad as most of the Horror films Hollywood has released recently. The killings although at times a little too"
Friday (1995),pos,3.775,69,1120,"A long-defunct prison, shut down for over 20 years, is re-opened and Ethan Sharpe (the late, great character actor Lane Smith), once a guard there, is put in place as warden. As the prisoners are put to work fixing the place up, they're instructed to break into the old execution room. This unleashes"
From Dusk Till Dawn (1996),neg,3.5090909090909093,70,275,"If you liked ""Blair with"" you'll like this one. It has the same lousy camera-work and soundtrack, and it has the same non-existent plot and suspenseful moments.<br /><br />It also has Tom Savini, so if you like Romero's ""Dawn of the dead"" or Tarantino and Rodriguez' ""From Dusk Till Dawn"" you're in f"
From Dusk Till Dawn (1996),pos,3.5090909090909093,70,55,"Almost too well done... ""John Carpenter's Vampires"" was entertaining, a solid piece of popcorn-entertainment with a budget small enough not to be overrun by special effects. And obviously aiming on the ""From Dusk Till Dawn""-audience. ""Vampires: Los Muertos"" tries the same starting with a rock-star J"
"Fugitive, The (1947)",neg,3.0,55854,1,"The ""math"" aspect to this is merely a gimmick to try to set this TV show apart from the millions of other cop shows. The only redeeming aspect to this show is Rob Morrow, although his career must have been (undeservedly) waning after Northern Exposure if he signed up for this schlock.<br /><br />The"
Georgia (1995),neg,4.0,55,17,"In Hazzard County, Georgia, cousins Bo and Luke Duke (Scott, Knoxville) and their cousin Daisy Duke (Jessica Simpson) run moonshine made by their Uncle Jesse (Willie Nelson) while avoiding the local authority, Boss Hog (Burt Reynolds). Their problems with the Boss are only beginning as they learn he"
Georgia (1995),pos,4.0,55,27,"The great and underrated Marion Davies shows her stuff in this late (1928) silent comedy that also showcases the wonderful William Haines. Davies plays a hick from Georgia who crashes Hollywood with help from Haines. They appear in cheap comedies until Marion is ""discovered"" and becomes a big dramat"
Get Shorty (1995),pos,3.49438202247191,21,89,"This slick and gritty film consistently delivers. It's one of Frankenheimer's best and most underrated films and it's easily the best Elmore Leonard adaptation to date (and if you are scratching your head thinking ""but I loved GET SHORTY"" you need to be punched in the face). In my opinion, no one ca"
Ghost (1990),neg,3.4347826086956523,587,15985,"This Kiyoshi Kurosawa ghost movie is pretty wild, and it did have at least one jump scare that caught me off guard. But all in all, the movie is incredibly stupid, with a detective trying to track down a suspected serial killer, only to find out he may have committed one of the crimes. Then he finds"
Ghost (1990),pos,3.4347826086956523,587,15180,The first and only time I saw the woman in black was I think the only time to my knowledge it appeared on TV back in 1989. It was Christmas eve and my father and i were watching it in the living room shortly before we all went to a midnight service in the village church. I was quite young at the tim
Giant (1956),neg,3.9166666666666665,948,12,"In the first one it was mainly giant rats, but there were some wasps and a giant chicken too. This one, however, is just giant rats period, well giant rats and one really growing little boy. This one is about this growing boy and a scientist that is trying to help him so he accidentally creates gian"
Gigi (1949),pos,3.75,89939,2,"This movie about two Italian brothers who came to Germany with their family is just great!<br /><br />It isn't an idealistic movie, I would say it shows life as it is or was in the 60s and 70s when the main story takes place. The characters are very nice but have also some ""dark"" sides, what makes y"
Glory (1989),neg,4.170731707317073,1242,41,"This film, The Alamo:Thirteen Days to Glory, is utter rubbish. The acting is awful, it is far too patriotic and its historical accuracy is not always at its best (Historians would have a field day). It does have a few good moments but not enough to keep interest because it is far too long. Rating * "
Glory (1989),pos,4.170731707317073,1242,41,"Even if you're not a big Ramones fan, Rock 'N' Roll High School is *still* the greatest rock 'n' roll movie ever made. Why? Because under all the campiness, it treats with respect the contempt and loathing teens often feel (and justifiably so) for the boring, stupid, fascist, establishment world of "
Go (1999),pos,3.9615384615384617,2580,39,This is one of the best of the genre. I saw it twice about 25yrs ago and have not had another opportunity to see it again since then. It rivals the Zatoichi series (also starring Katsu) in exciting swordplay. This is one of the best of the genre. I saw it twice about 25yrs ago and have not had anoth
Go Fish (1994),neg,2.75,461,4,"Having heard so many people raving about this film I thought I'd give it a go. Apart from being incredibly slow, which I don't mind as long as the wait is worth it, but it just isn't. As many others have said there are so many inconsistencies and so much of this film just doesn't ring true. The reac"
Go Fish (1994),pos,2.75,461,4,"Sam Kleinman (Peter Falk) comes to his son's place unexpectedly.His son Ben Kleinman (Paul Reiser) is quite surprised to hear that his mother, Muriel Kleinman (Olympia Dukakis) has left his father.Ben's wife, Rachel (Elizabeth Perkins) and his three sisters try to find Muriel while Ben and his fathe"
GoldenEye (1995),neg,3.496212121212121,10,396,"Two qualifiers right up front: I actually think Joe Don Baker can be good or even great with the right material and the right director (the ""Cape Fear"" remake, a small role in ""Goldeneye"", ""Walking Tall""). And I even liked Baker in ""Mitchell"", because he was playing an anti-hero who was SUPPOSED to "
GoldenEye (1995),pos,3.496212121212121,10,792,"** Warning - this post may contain spoilers **<br /><br />I only got a Gamecube in September 2005, and the first two games I bought were James Bond games, the decent Agent Under Fire and the dull Goldeneye Rogue Agent. The next game I planned to get was Everything or Nothing, because my friend told "
Grumpier Old Men (1995),pos,3.2596153846153846,3,52,"Felix Unger (Jack Lemmon) has just been dumped by his wife, because he is one of the most annoying , neurotic people in the world. Suicide is his way out, but he just can't seem to get it to work, so he heads over to his friends house. Oscar Madison (Walther Matthau) is also recently divorced and li"
Hackers (1995),neg,3.2285714285714286,170,350,"This one was marred by potentially great matches being cut very short.<br /><br />The opening match was a waste of the Legion of Doom, but I guess the only way they could have been eliminated by Demolition was a double-DQ. Otherwise, Mr. Perfect would have had to put in overtime. Kerry von Erich, th"
Hackers (1995),pos,3.2285714285714286,170,105,"Ride With the Devil has something rich and special, if you can stand the slow development. While tackling a dark, gritty subject, the brutal guerrilla war in the American West during its Civil War (which in turned spawned the outlaws of the old west of the 1870s), the movie maintains a strangely sat"
Happy Gilmore (1996),neg,3.4393939393939394,104,198,"Even if you're a huge Sandler fan, please don't bother with this extremely disappointing comedy! I bought this movie for $7.99, assuming it has to be at least halfway decent since my man Sandler is in it and because I assumed some women would get naked (judging by the R-rating and scantily-clad wome"
Happy Gilmore (1996),pos,3.4393939393939394,104,198,"The world is made up two different types of moviegoers... There are the ""English Patient"" types, who can't be bothered to enjoy anything that isn't high-brow enough to be shown on PBS, and there are the ""Happy Gilmore"" types, for whom an hour and a half of genitalia puns are definitely worth the $7."
Hard Target (1993),neg,2.9,464,10,I don't see how anyone who even likes Van Damne could like this movie.<br /><br />The movie actually starts out with some promise. I would say the action scenes at the beginning of the movie is excellent. The actions scenes with the family ward trying to save the twins is a great start and is good l
Heat (1995),neg,3.946078431372549,6,102204,"I saw this movie originally in the theater, when I was 10. Even at that age the 'humor' was mildly insulting to my adolescent intelligence.<br /><br />In the past, whenever I would see Ed Begley Jr. or jeff Goldblum I would cringe and start to feel very uncomfortable and even slightly sad. Until I w"
Heat (1995),pos,3.946078431372549,6,85986,Absolutely hilarious. John Waters' tribute to the people he loves most (Baltimoreans) is a twisted little ditty with plenty to look at and laugh at. It's like being turned loose in a museum of kitsch! I haven't laughed so much in a theater since Serial Mom. I loved seeing old friends from the Dreaml
Heavy (1995),pos,3.5,764,8,"Like another reviewer said, this movie is not a heavy melodrama, but it deals with harsh realities. A very very playful movie that does not dwell for a moment. Some very good acting and some wonderful smiles as well. Like another reviewer said, this movie is not a heavy melodrama, but it deals with "
Heavy Metal (1981),neg,3.5454545454545454,610,231,"I suppose all the inside jokes is what made Munchies a cult classic. I thought it was awful, though given the ridiculous story and the nature of the characters, it probably could've been a much better (and funnier) movie. Maybe all they needed was a real budget.<br /><br />Munchies, as many viewers "
Heavy Metal (1981),pos,3.5454545454545454,610,396,"I enjoyed Still Crazy more than any film I have seen in years. A successful band from the 70's decide to give it another try. They start by playing some gigs in some seedy European venues, with hilarious results. The music is fantastic, the script and acting are terrific. The characters are spot on,"
Hideaway (1995),pos,2.375,240,12,"Chilling, majestic piece of cinematic fright, this film combines all the great elements of an intellectual thriller, with the grand vision of a director who has the instinctual capacity to pace a moody horror flick within the realm of his filmmaking genius that includes an eye for the original shot,"
Higher Learning (1995),neg,2.6666666666666665,358,36,"Despite, or perhaps in part because of the clever use of music to underscore the motivations and ideologies of each of the major characters, stereotypes are in, and verisimilitude and characterization are out in this not-too-subtle cinematic screed.<br /><br />One gets the sense that John Singleton "
Higher Learning (1995),pos,2.6666666666666665,358,36,higher learning is a slap in the face for those of us that have been in the closet too long regardless of ethnic background. it's a subject most of us would like to ignore but we cannot afford to if there is to be a real progressive change in the way we HAVE TO be able embrace and understand diversi
Home Alone (1990),neg,2.9956896551724137,586,3480,"This movie was pretty absurd. There was a FEW funny parts. Its goes right in to the bin of movies in my memory where I think, ""Hmm.....that movie had a few funny parts, but overall, pretty ridiculous plot (or lack of).""<br /><br />I thought it seemed like Ben was trying a little too hard to be a coo"
Home Alone (1990),pos,2.9956896551724137,586,348,"The quality of this movie is simply unmatched by any baseball title of its time. Pam Dixon branches out in the film industry to recruit blue-chip prospects and make this work of art a must-see. Academy Award winners Brenda Fricker (Home Alone: Lost in New York, A Time to Kill), Ben Johnson (The Last"
Home for the Holidays (1995),neg,3.0625,57,16,"From a poorly contrived plot line that makes almost no sense to bad dialogue and disjointed scenes to the ultimate downer, bad acting (even Peter Falk can't find his way) ""Finding John Christmas"" is better left lost. Ms. Bertinelli's performance is without depth or emotion as are her co-stars, Willi"
Houseguest (1994),neg,3.176470588235294,248,34,"Channel surfing and caught this on LOGO. It was one of those ""I have to watch this because it's so horribly bad"" moments, like Roadhouse without the joy. The writing is atrocious; completely inane and the acting is throw-up-in-your-mouth bad.<br /><br />There's low budget and then there is the abyss"
"Hunted, The (2003)",neg,3.0,6219,3,"What an unfortunate mess is ""Shiner."" I wanted to like this over-the-top, anti-film aspirant, and in fact found a number of moments with powerful resonance. Sadly, those moments are few and far between. While I appreciate some of what Calson was attempting, any advantage aspired to by bare bones, no"
I.Q. (1994),neg,3.453488372093023,252,258,"A bad one.<br /><br />Oh, my...this is one of the movies, which doesn't have even one positive effect. Just everything from actors to story stinks to the sky. I just wonder how low I.Q. you should have to watch this kind of flick and even enjoy.<br /><br /> Is there something than this is worth watc"
I.Q. (1994),pos,3.453488372093023,252,129,"I recently saw I.Q. and even though I'm not a romantic comedy type of gal, I think that it was just a nice and sweet movie to watch. So many movies in my opinion lack honesty. You know that feeling when you're watching a movie and you just feel robbed because it's taking something from the story and"
Immortal Beloved (1994),pos,3.7222222222222223,249,18,"Not knowing what this film was about, I checked it out at the video store and after seeing it, I enjoyed it. Little seen multi-genre flick from director Bernard Rose (Candyman, Immortal Beloved). Great story and characters. As a fan of Glenne Healdy's, I was surprised of her british accent. The only"
In the Line of Fire (1993),neg,3.692857142857143,474,350,"I didn't expect a movie as good as ""In The Line of Fire"" or an episode of ""24"", but it looked like this movie was made for TV and did a mediocre job at best. The (good) cast couldn't disguise the fact that the plot was all too predictable and actors had to struggle (they really try their best I thin"
In the Line of Fire (1993),pos,3.692857142857143,474,210,It might not be the best movie of 2006 but it was a just a movie to excite and to think about.The Sentinel is a good political thriller movie which seems similar to or even borrows some elements from other political thriller movies such as In the Line of Fire and The Manchurian Candidate. The basic 
In the Mouth of Madness (1995),neg,3.4375,407,16,"Despite its flaws, I enjoyed ""Cigarette Burns"", John Carpenter's Season One episode in the Masters of Horror series. Yes, the story seemed like a cheap cross between IN THE MOUTH OF MADNESS and 8MM, but it was still quite good for the budget and time constraints given to it. With ""Pro-Life"", however"
In the Name of the Father (1993),pos,4.3,475,75,"Even if you know absolutely nothing about Ireland, you have to love ""My Left Foot"" (and especially Daniel Day-Lewis' performance in it). He plays cerebral palsy-afflicted Christy Brown. Due to this, he has spent most of his life ostracized. Even when trying to warn people about something, they just "
It Takes Two (1995),pos,2.125,38,4,"I think that this movie was reasonbaly good. It's kinda weird that now the Olsen twins are 13 and have boyfriends and all. I enjoyed them alot when they were little kids on Full House. Anyway, the casting was good and the movie was somewhat funny. I kind of got mixed up between all the switching pla"
